 Debt collection, 1086272, Disclosure verification of debt, 
 Credit card, 1086099, Credit line increase/decrease, 
 Debt collection, 1086273, Disclosure verification of debt, 
 Credit reporting, 1073830, Incorrect information on credit report, 
 Credit card, 1072308, Customer service / Customer relations, 
 Consumer loan, 1069299, Managing the loan or lease, 
 Debt collection, 1055574, Improper contact or sharing of info, 
 Debt collection, 1056632, Disclosure verification of debt, 
 Credit reporting, 1055495, Unable to get credit report/credit score, 
 Credit reporting, 1045316, Improper use of my credit report, 
 Mortgage, 1043677, Credit decision / Underwriting, 
 Credit card, 1040583, Credit card protection / Debt protection, 
 Credit reporting, 1027217, Incorrect information on credit report, 
 Credit reporting, 1027432, Incorrect information on credit report, 
 Debt collection, 1022680, Disclosure verification of debt, 
 Credit card, 1023243, Delinquent account, 
 Credit reporting, 1017688, Unable to get credit report/credit score, 
 Credit reporting, 1014849, Incorrect information on credit report, 
 Credit reporting, 997240, Unable to get credit report/credit score, 
 Credit reporting, 997861, Incorrect information on credit report, 
 Consumer loan, 991444, Managing the loan or lease, 
 Debt collection, 979598, False statements or representation, 
 Credit reporting, 956031, Improper use of my credit report, 
 Credit reporting, 953913, Incorrect information on credit report, 
 Credit reporting, 951871, Incorrect information on credit report, 
 Debt collection, 941635, Cont'd attempts collect debt not owed, 
 Student loan, 941127, Dealing with my lender or servicer, 
 Debt collection, 934958, Communication tactics, 
 Debt collection, 935433, Cont'd attempts collect debt not owed, 
 Credit reporting, 935482, Incorrect information on credit report, 
 Credit reporting, 935484, Incorrect information on credit report, 
 Credit reporting, 935483, Incorrect information on credit report, 
 Debt collection, 923617, Communication tactics, 
 Credit card, 920192, Billing disputes, 
 Debt collection, 900409, Cont'd attempts collect debt not owed, 
 Debt collection, 897591, Cont'd attempts collect debt not owed, 
 Credit reporting, 889007, Incorrect information on credit report, 
 Credit card, 887784, APR or interest rate, 
 Debt collection, 884166, Taking/threatening an illegal action, 
 Debt collection, 884165, Taking/threatening an illegal action, 
 Debt collection, 881743, Cont'd attempts collect debt not owed, 
 Bank account or service, 877225, Problems caused by my funds being low, 
 Credit reporting, 874043, Incorrect information on credit report, 
 Debt collection, 870012, Cont'd attempts collect debt not owed, 
 Credit card, 860012, Closing/Cancelling account, 
 Debt collection, 854523, Cont'd attempts collect debt not owed, 
 Consumer loan, 854803, Managing the loan or lease, 
 Debt collection, 849774, Cont'd attempts collect debt not owed, 
 Debt collection, 836760, Communication tactics, 
 Student loan, 832456, Can't repay my loan, 
 Student loan, 829358, Can't repay my loan, 
 Credit reporting, 820516, Credit reporting company's investigation, 
 Bank account or service, 825608, Using a debit or ATM card, 
 Consumer loan, 823505, Managing the loan or lease, 
 Mortgage, 822263, Settlement process and costs, 
 Credit reporting, 819324, Incorrect information on credit report, 
 Debt collection, 807809, Disclosure verification of debt, 
 Credit reporting, 806204, Incorrect information on credit report, 
 Debt collection, 802139, Disclosure verification of debt, 
 Credit reporting, 786582, Incorrect information on credit report, 
 Student loan, 783878, Can't repay my loan, 
 Credit card, 784087, Customer service / Customer relations, 
 Credit reporting, 779662, Credit monitoring or identity protection, 
 Debt collection, 778360, Cont'd attempts collect debt not owed, 
 Debt collection, 778361, Cont'd attempts collect debt not owed, 
 Debt collection, 776651, Cont'd attempts collect debt not owed, 
 Credit reporting, 777608, Unable to get credit report/credit score, 
 Credit reporting, 777609, Incorrect information on credit report, 
 Credit card, 765117, Billing disputes, 
 Consumer loan, 764080, Managing the loan or lease, 
 Credit reporting, 761180, Incorrect information on credit report, 
 Credit reporting, 761179, Incorrect information on credit report, 
 Credit reporting, 761182, Unable to get credit report/credit score, 
 Credit reporting, 761181, Incorrect information on credit report, 
 Credit reporting, 762909, Incorrect information on credit report, 
 Debt collection, 750999, Taking/threatening an illegal action, 
 Credit reporting, 747891, Incorrect information on credit report, 
 Credit reporting, 739475, Incorrect information on credit report, 
 Credit reporting, 738616, Incorrect information on credit report, 
 Debt collection, 732388, False statements or representation, 
 Debt collection, 727037, Communication tactics, 
 Debt collection, 726496, Cont'd attempts collect debt not owed, 
 Credit reporting, 714324, Incorrect information on credit report, 
 Debt collection, 708885, Taking/threatening an illegal action, 
 Credit reporting, 707256, Incorrect information on credit report, 
 Credit reporting, 704903, Unable to get credit report/credit score, 
 Debt collection, 702003, Cont'd attempts collect debt not owed, 
 Debt collection, 702921, Cont'd attempts collect debt not owed, 
 Debt collection, 702920, Cont'd attempts collect debt not owed, 
 Credit reporting, 685358, Unable to get credit report/credit score, 
 Credit reporting, 676594, Incorrect information on credit report, 
 Debt collection, 666220, Cont'd attempts collect debt not owed, 
 Debt collection, 666221, Cont'd attempts collect debt not owed, 
 Bank account or service, 656029, Deposits and withdrawals, 
 Debt collection, 649654, Disclosure verification of debt, 
 Credit reporting, 648160, Incorrect information on credit report, 
 Mortgage, 639134, Settlement process and costs, 
 Consumer loan, 631952, Shopping for a line of credit, 
 Consumer loan, 609417, Taking out the loan or lease, 
 Student loan, 593713, Repaying your loan, 
 Credit card, 592450, Other, 
 Bank account or service, 574004, Deposits and withdrawals, 
 Debt collection, 568035, Cont'd attempts collect debt not owed, 
 Debt collection, 553213, Disclosure verification of debt, 
 Debt collection, 548420, Disclosure verification of debt, 
 Debt collection, 526514, Improper contact or sharing of info, 
 Debt collection, 526400, Taking/threatening an illegal action, 
 Consumer loan, 525861, Managing the loan or lease, 
 Debt collection, 524048, Disclosure verification of debt, 
 Credit card, 486001, Transaction issue, 
 Credit card, 462411, Billing disputes, 
 Mortgage, 461916, Credit decision / Underwriting, 
 Bank account or service, 459612, Using a debit or ATM card, 
 Mortgage, 448619, Credit decision / Underwriting, 
 Credit reporting, 431027, Credit reporting company's investigation, 
 Credit card, 415322, Identity theft / Fraud / Embezzlement, 
 Credit card, 409633, Billing disputes, 
 Credit card, 408473, Collection practices, 
 Credit card, 398943, Collection debt dispute, 
 Credit reporting, 394707, Incorrect information on credit report, 
 Credit card, 381596, APR or interest rate, 
 Credit card, 374162, Billing disputes, 
 Consumer loan, 366247, Taking out the loan or lease, 
 Credit reporting, 346831, Incorrect information on credit report, 
 Credit reporting, 346830, Incorrect information on credit report, 
 Credit reporting, 345011, Incorrect information on credit report, 
 Credit reporting, 345010, Incorrect information on credit report, 
 Credit reporting, 345009, Incorrect information on credit report, 
 Credit reporting, 345008, Incorrect information on credit report, 
 Credit reporting, 345286, Credit monitoring or identity protection, 
 Credit reporting, 321516, Incorrect information on credit report, 
 Credit reporting, 318853, Incorrect information on credit report, 
