MN, Credit reporting, 1111753, Incorrect information on credit report, 
MN, Credit reporting, 1106679, Credit reporting company's investigation, 
MN, Bank account or service, 1101882, Problems caused by my funds being low, 
MN, Debt collection, 1100453, Communication tactics, 
MN, Debt collection, 1097508, Disclosure verification of debt, 
MN, Credit reporting, 1096477, Incorrect information on credit report, 
MN, Credit card, 1093577, Billing disputes, 
MN, Debt collection, 1090894, Disclosure verification of debt, 
MN, Credit card, 1088693, Bankruptcy, 
MN, Credit reporting, 1088684, Incorrect information on credit report, 
MN, Credit reporting, 1089151, Improper use of my credit report, 
MN, Credit card, 1086674, Forbearance / Workout plans, 
MN, Credit reporting, 1086133, Incorrect information on credit report, 
MN, Student loan, 1085328, Dealing with my lender or servicer, 
MN, Credit card, 1085276, Customer service / Customer relations, 
MN, Debt collection, 1083484, Communication tactics, 
MN, Debt collection, 1082753, Communication tactics, 
MN, Credit card, 1083480, Payoff process, 
MN, Debt collection, 1079994, Disclosure verification of debt, 
MN, Credit card, 1079172, Advertising and marketing, 
MN, Credit reporting, 1079829, Unable to get credit report/credit score, 
MN, Credit card, 1079167, Identity theft / Fraud / Embezzlement, 
MN, Debt collection, 1077325, False statements or representation, 
MN, Debt collection, 1077323, False statements or representation, 
MN, Debt collection, 1077318, False statements or representation, 
MN, Debt collection, 1077314, Cont'd attempts collect debt not owed, 
MN, Credit card, 1079584, Billing disputes, 
MN, Credit reporting, 1077373, Incorrect information on credit report, 
MN, Debt collection, 1077322, Cont'd attempts collect debt not owed, 
MN, Debt collection, 1077317, False statements or representation, 
MN, Credit reporting, 1077371, Incorrect information on credit report, 
MN, Debt collection, 1077315, False statements or representation, 
MN, Debt collection, 1077324, False statements or representation, 
MN, Credit reporting, 1078696, Incorrect information on credit report, 
MN, Student loan, 1076887, Dealing with my lender or servicer, 
MN, Credit reporting, 1076923, Unable to get credit report/credit score, 
MN, Money transfers, 1075863, Other service issues, 
MN, Credit reporting, 1075308, Incorrect information on credit report, 
MN, Mortgage, 1076334, Credit decision / Underwriting, 
MN, Money transfers, 1075840, Fraud or scam, 
MN, Credit reporting, 1075307, Incorrect information on credit report, 
MN, Credit reporting, 1075309, Incorrect information on credit report, 
MN, Debt collection, 1073602, Communication tactics, 
MN, Credit card, 1074847, Billing disputes, 
MN, Credit card, 1073563, Late fee, 
MN, Credit reporting, 1073124, Incorrect information on credit report, 
MN, Credit reporting, 1071859, Incorrect information on credit report, 
MN, Debt collection, 1071298, Cont'd attempts collect debt not owed, 
MN, Bank account or service, 1068621, Deposits and withdrawals, 
MN, Debt collection, 1068408, Cont'd attempts collect debt not owed, 
MN, Consumer loan, 1068053, Managing the loan or lease, 
MN, Student loan, 1067173, Dealing with my lender or servicer, 
MN, Credit reporting, 1066752, Credit reporting company's investigation, 
MN, Mortgage, 1066496, Credit decision / Underwriting, 
MN, Credit reporting, 1064982, Incorrect information on credit report, 
MN, Credit card, 1065559, Customer service / Customer relations, 
MN, Debt collection, 1065591, False statements or representation, 
MN, Debt collection, 1065849, Cont'd attempts collect debt not owed, 
MN, Debt collection, 1061383, Cont'd attempts collect debt not owed, 
MN, Debt collection, 1060916, False statements or representation, 
MN, Credit reporting, 1062759, Credit reporting company's investigation, 
MN, Mortgage, 1060900, Settlement process and costs, 
MN, Debt collection, 1060065, Disclosure verification of debt, 
MN, Debt collection, 1060182, Improper contact or sharing of info, 
MN, Bank account or service, 1058779, Problems caused by my funds being low, 
MN, Payday loan, 1058601, Charged fees or interest I didn't expect, 
MN, Credit reporting, 1058619, Incorrect information on credit report, 
MN, Consumer loan, 1058325, Taking out the loan or lease, 
MN, Credit card, 1058371, Application processing delay, 
MN, Credit reporting, 1058430, Unable to get credit report/credit score, 
MN, Debt collection, 1056598, Communication tactics, 
MN, Debt collection, 1055264, Communication tactics, 
MN, Credit reporting, 1054542, Incorrect information on credit report, 
MN, Credit reporting, 1054541, Incorrect information on credit report, 
MN, Mortgage, 1057851, Settlement process and costs, 
MN, Consumer loan, 1054840, Problems when you are unable to pay, 
MN, Student loan, 1053289, Dealing with my lender or servicer, 
MN, Debt collection, 1053670, Cont'd attempts collect debt not owed, 
MN, Mortgage, 1053997, Settlement process and costs, 
MN, Credit card, 1053995, Closing/Cancelling account, 
MN, Debt collection, 1054027, Cont'd attempts collect debt not owed, 
MN, Credit reporting, 1054641, Credit reporting company's investigation, 
MN, Payday loan, 1052755, Charged fees or interest I didn't expect, 
MN, Credit card, 1052017, Billing statement, 
MN, Bank account or service, 1048606, Problems caused by my funds being low, 
MN, Credit card, 1050748, Delinquent account, 
MN, Credit card, 1048058, Identity theft / Fraud / Embezzlement, 
MN, Credit reporting, 1048223, Credit reporting company's investigation, 
MN, Credit reporting, 1047962, Credit reporting company's investigation, 
MN, Credit card, 1046923, Billing disputes, 
MN, Bank account or service, 1047190, Using a debit or ATM card, 
MN, Credit reporting, 1048037, Incorrect information on credit report, 
MN, Credit card, 1045624, Other, 
MN, Debt collection, 1044559, Taking/threatening an illegal action, 
MN, Debt collection, 1042289, Disclosure verification of debt, 
MN, Mortgage, 1042879, Settlement process and costs, 
MN, Credit reporting, 1040608, Incorrect information on credit report, 
MN, Credit card, 1041338, Delinquent account, 
MN, Debt collection, 1041439, Communication tactics, 
MN, Credit reporting, 1042332, Incorrect information on credit report, 
MN, Credit card, 1042380, Other, 
MN, Student loan, 1039711, Can't repay my loan, 
MN, Credit card, 1040531, Cash advance, 
MN, Credit reporting, 1039186, Incorrect information on credit report, 
MN, Credit card, 1038382, Other, 
MN, Credit card, 1036629, Privacy, 
MN, Debt collection, 1036148, Taking/threatening an illegal action, 
MN, Payday loan, 1037164, Charged fees or interest I didn't expect, 
MN, Debt collection, 1032639, Taking/threatening an illegal action, 
MN, Credit card, 1033089, Other, 
MN, Credit card, 1033375, Forbearance / Workout plans, 
MN, Bank account or service, 1033621, Problems caused by my funds being low, 
MN, Debt collection, 1034085, False statements or representation, 
MN, Consumer loan, 1030375, Problems when you are unable to pay, 
MN, Debt collection, 1031318, Cont'd attempts collect debt not owed, 
MN, Credit reporting, 1031317, Credit reporting company's investigation, 
MN, Student loan, 1032055, Can't repay my loan, 
MN, Student loan, 1030122, Dealing with my lender or servicer, 
MN, Credit card, 1027701, Credit card protection / Debt protection, 
MN, Debt collection, 1027076, Taking/threatening an illegal action, 
MN, Debt collection, 1027075, Taking/threatening an illegal action, 
MN, Student loan, 1024326, Can't repay my loan, 
