DC, Credit card, 1016989, Other, 
DC, Bank account or service, 1013755, Deposits and withdrawals, 
DC, Bank account or service, 1014417, Problems caused by my funds being low, 
DC, Bank account or service, 1014922, Deposits and withdrawals, 
DC, Student loan, 1012226, Dealing with my lender or servicer, 
DC, Debt collection, 1012406, Cont'd attempts collect debt not owed, 
DC, Money transfers, 1012913, Other transaction issues, 
DC, Credit card, 1010846, APR or interest rate, 
DC, Bank account or service, 1010782, Deposits and withdrawals, 
DC, Debt collection, 1009044, False statements or representation, 
DC, Credit card, 1007462, Billing disputes, 
DC, Credit reporting, 1005683, Unable to get credit report/credit score, 
DC, Debt collection, 1002931, Disclosure verification of debt, 
DC, Credit card, 1003073, Rewards, 
DC, Credit reporting, 1003051, Incorrect information on credit report, 
DC, Credit reporting, 1003050, Incorrect information on credit report, 
DC, Credit reporting, 1003049, Incorrect information on credit report, 
DC, Bank account or service, 1005625, Using a debit or ATM card, 
DC, Credit reporting, 1000692, Incorrect information on credit report, 
DC, Debt collection, 999581, Communication tactics, 
DC, Credit reporting, 998437, Incorrect information on credit report, 
DC, Money transfers, 998536, Money was not available when promised, 
DC, Mortgage, 996339, Credit decision / Underwriting, 
DC, Debt collection, 997772, Communication tactics, 
DC, Credit reporting, 992230, Incorrect information on credit report, 
DC, Credit card, 990757, Closing/Cancelling account, 
DC, Mortgage, 989938, Credit decision / Underwriting, 
DC, Debt collection, 991228, Disclosure verification of debt, 
DC, Credit card, 991511, Identity theft / Fraud / Embezzlement, 
DC, Bank account or service, 988340, Deposits and withdrawals, 
DC, Consumer loan, 987902, Problems when you are unable to pay, 
DC, Credit card, 986826, Billing disputes, 
DC, Student loan, 986072, Getting a loan, 
DC, Credit reporting, 983776, Incorrect information on credit report, 
DC, Credit reporting, 983777, Incorrect information on credit report, 
DC, Credit reporting, 981169, Improper use of my credit report, 
DC, Credit reporting, 978952, Incorrect information on credit report, 
DC, Payday loan, 978246, Charged fees or interest I didn't expect, 
DC, Mortgage, 978987, Settlement process and costs, 
DC, Credit reporting, 978309, Credit reporting company's investigation, 
DC, Bank account or service, 977867, Deposits and withdrawals, 
DC, Credit card, 977067, Privacy, 
DC, Debt collection, 976672, Cont'd attempts collect debt not owed, 
DC, Student loan, 975769, Dealing with my lender or servicer, 
DC, Debt collection, 974971, Cont'd attempts collect debt not owed, 
DC, Debt collection, 973469, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 969625, Incorrect information on credit report, 
DC, Credit card, 966541, APR or interest rate, 
DC, Credit card, 966205, Rewards, 
DC, Debt collection, 966021, Improper contact or sharing of info, 
DC, Credit reporting, 965245, Incorrect information on credit report, 
DC, Credit reporting, 965296, Credit reporting company's investigation, 
DC, Bank account or service, 965421, Problems caused by my funds being low, 
DC, Credit card, 964421, Other, 
DC, Credit card, 960454, Rewards, 
DC, Credit reporting, 962266, Credit monitoring or identity protection, 
DC, Bank account or service, 958906, Deposits and withdrawals, 
DC, Credit card, 959454, Application processing delay, 
DC, Bank account or service, 955892, Problems caused by my funds being low, 
DC, Credit card, 955610, APR or interest rate, 
DC, Credit card, 955757, Billing disputes, 
DC, Bank account or service, 954648, Deposits and withdrawals, 
DC, Credit reporting, 951797, Unable to get credit report/credit score, 
DC, Credit card, 949666, Rewards, 
DC, Payday loan, 948436, Charged fees or interest I didn't expect, 
DC, Credit reporting, 948900, Incorrect information on credit report, 
DC, Credit reporting, 948899, Incorrect information on credit report, 
DC, Mortgage, 948898, Credit decision / Underwriting, 
DC, Consumer loan, 947569, Problems when you are unable to pay, 
DC, Debt collection, 947657, Cont'd attempts collect debt not owed, 
DC, Credit card, 948296, Identity theft / Fraud / Embezzlement, 
DC, Credit reporting, 947031, Incorrect information on credit report, 
DC, Student loan, 946827, Dealing with my lender or servicer, 
DC, Bank account or service, 944849, Deposits and withdrawals, 
DC, Debt collection, 945120, Cont'd attempts collect debt not owed, 
DC, Credit card, 945187, Billing disputes, 
DC, Credit reporting, 943131, Incorrect information on credit report, 
DC, Bank account or service, 943770, Problems caused by my funds being low, 
DC, Bank account or service, 944997, Deposits and withdrawals, 
DC, Credit reporting, 942712, Incorrect information on credit report, 
DC, Credit reporting, 942711, Incorrect information on credit report, 
DC, Mortgage, 940668, Settlement process and costs, 
DC, Debt collection, 940576, Communication tactics, 
DC, Credit reporting, 937549, Incorrect information on credit report, 
DC, Bank account or service, 937821, Problems caused by my funds being low, 
DC, Credit reporting, 936836, Incorrect information on credit report, 
DC, Credit reporting, 936835, Incorrect information on credit report, 
DC, Credit reporting, 936837, Incorrect information on credit report, 
DC, Debt collection, 935536, Communication tactics, 
DC, Student loan, 935678, Can't repay my loan, 
DC, Debt collection, 936025, Disclosure verification of debt, 
DC, Credit card, 936446, Other, 
DC, Debt collection, 934511, Disclosure verification of debt, 
DC, Credit reporting, 933485, Incorrect information on credit report, 
DC, Credit card, 932168, Identity theft / Fraud / Embezzlement, 
DC, Debt collection, 929208, Communication tactics, 
DC, Debt collection, 928528, Cont'd attempts collect debt not owed, 
DC, Credit card, 924560, Delinquent account, 
DC, Credit reporting, 928340, Incorrect information on credit report, 
DC, Debt collection, 923467, Communication tactics, 
DC, Debt collection, 922257, Improper contact or sharing of info, 
DC, Credit reporting, 922210, Incorrect information on credit report, 
DC, Credit reporting, 921719, Incorrect information on credit report, 
DC, Debt collection, 919416, Cont'd attempts collect debt not owed, 
DC, Credit card, 915795, Billing disputes, 
DC, Credit card, 913340, Other, 
DC, Debt collection, 911746, Communication tactics, 
DC, Credit card, 910323, Other, 
DC, Credit reporting, 909347, Incorrect information on credit report, 
DC, Payday loan, 909669, Charged fees or interest I didn't expect, 
DC, Consumer loan, 907608, Managing the loan or lease, 
DC, Bank account or service, 907322, Problems caused by my funds being low, 
DC, Debt collection, 906336, Communication tactics, 
DC, Debt collection, 905521, Cont'd attempts collect debt not owed, 
DC, Credit card, 905296, Advertising and marketing, 
DC, Credit reporting, 905127, Incorrect information on credit report, 
DC, Debt collection, 905126, Cont'd attempts collect debt not owed, 
DC, Debt collection, 903757, Communication tactics, 
DC, Student loan, 902633, Can't repay my loan, 
DC, Debt collection, 902906, Cont'd attempts collect debt not owed, 
DC, Consumer loan, 903262, Managing the line of credit, 
DC, Credit reporting, 899499, Incorrect information on credit report, 
DC, Credit reporting, 899501, Incorrect information on credit report, 
DC, Credit reporting, 899500, Incorrect information on credit report, 
DC, Credit card, 900701, Other, 
DC, Credit reporting, 897725, Incorrect information on credit report, 
DC, Credit reporting, 898349, Credit monitoring or identity protection, 
DC, Bank account or service, 897217, Problems caused by my funds being low, 
DC, Debt collection, 895821, Cont'd attempts collect debt not owed, 
DC, Consumer loan, 896294, Account terms and changes, 
DC, Debt collection, 897049, Cont'd attempts collect debt not owed, 
DC, Debt collection, 894793, Cont'd attempts collect debt not owed, 
DC, Debt collection, 894413, Improper contact or sharing of info, 
DC, Debt collection, 894414, Improper contact or sharing of info, 
DC, Debt collection, 894417, Improper contact or sharing of info, 
DC, Debt collection, 894416, Improper contact or sharing of info, 
DC, Credit reporting, 894437, Unable to get credit report/credit score, 
DC, Credit reporting, 891587, Credit reporting company's investigation, 
DC, Student loan, 890510, Can't repay my loan, 
DC, Credit card, 890528, Application processing delay, 
DC, Consumer loan, 889787, Managing the loan or lease, 
DC, Student loan, 888509, Dealing with my lender or servicer, 
DC, Credit card, 887518, Identity theft / Fraud / Embezzlement, 
DC, Credit card, 887863, Other fee, 
DC, Consumer loan, 886225, Managing the loan or lease, 
DC, Student loan, 887442, Can't repay my loan, 
DC, Consumer loan, 885588, Problems when you are unable to pay, 
DC, Credit reporting, 883135, Credit monitoring or identity protection, 
DC, Debt collection, 880107, Cont'd attempts collect debt not owed, 
DC, Bank account or service, 880912, Deposits and withdrawals, 
DC, Student loan, 879214, Dealing with my lender or servicer, 
DC, Credit reporting, 879490, Incorrect information on credit report, 
DC, Debt collection, 876411, Cont'd attempts collect debt not owed, 
DC, Debt collection, 876412, Cont'd attempts collect debt not owed, 
DC, Debt collection, 877019, False statements or representation, 
DC, Student loan, 877961, Dealing with my lender or servicer, 
DC, Money transfers, 876045, Fraud or scam, 
DC, Debt collection, 876096, Communication tactics, 
DC, Bank account or service, 873946, Deposits and withdrawals, 
DC, Debt collection, 872520, Taking/threatening an illegal action, 
DC, Debt collection, 872521, Taking/threatening an illegal action, 
DC, Bank account or service, 872669, Deposits and withdrawals, 
DC, Money transfers, 873154, Other transaction issues, 
DC, Credit card, 868105, Other, 
DC, Credit card, 867487, Customer service / Customer relations, 
DC, Credit card, 867639, Other, 
DC, Student loan, 866861, Can't repay my loan, 
DC, Bank account or service, 865207, Problems caused by my funds being low, 
DC, Student loan, 864912, Dealing with my lender or servicer, 
DC, Debt collection, 865096, Improper contact or sharing of info, 
DC, Student loan, 862902, Dealing with my lender or servicer, 
DC, Student loan, 862901, Dealing with my lender or servicer, 
DC, Mortgage, 861838, Credit decision / Underwriting, 
DC, Debt collection, 859866, Cont'd attempts collect debt not owed, 
DC, Debt collection, 857529, Communication tactics, 
DC, Student loan, 857177, Dealing with my lender or servicer, 
DC, Debt collection, 857291, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 855754, Incorrect information on credit report, 
DC, Credit card, 854377, Late fee, 
DC, Debt collection, 851565, Communication tactics, 
DC, Bank account or service, 851864, Using a debit or ATM card, 
DC, Credit reporting, 852837, Incorrect information on credit report, 
DC, Debt collection, 852963, Disclosure verification of debt, 
DC, Debt collection, 851346, Improper contact or sharing of info, 
DC, Mortgage, 849646, Settlement process and costs, 
DC, Credit reporting, 852952, Incorrect information on credit report, 
DC, Payday loan, 848544, Charged fees or interest I didn't expect, 
DC, Debt collection, 847245, Cont'd attempts collect debt not owed, 
DC, Credit card, 845113, Billing disputes, 
DC, Bank account or service, 845647, Deposits and withdrawals, 
DC, Payday loan, 846058, Charged fees or interest I didn't expect, 
DC, Bank account or service, 844639, Deposits and withdrawals, 
DC, Student loan, 844896, Dealing with my lender or servicer, 
DC, Credit card, 839745, Billing disputes, 
DC, Mortgage, 840411, Credit decision / Underwriting, 
DC, Debt collection, 838372, Taking/threatening an illegal action, 
DC, Debt collection, 837617, Cont'd attempts collect debt not owed, 
DC, Credit card, 833304, Advertising and marketing, 
DC, Student loan, 834483, Dealing with my lender or servicer, 
DC, Credit reporting, 834627, Unable to get credit report/credit score, 
DC, Debt collection, 834637, Cont'd attempts collect debt not owed, 
DC, Debt collection, 829783, Disclosure verification of debt, 
DC, Debt collection, 829697, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 830656, Incorrect information on credit report, 
DC, Credit reporting, 829535, Incorrect information on credit report, 
DC, Student loan, 828694, Dealing with my lender or servicer, 
DC, Debt collection, 827038, Cont'd attempts collect debt not owed, 
DC, Credit card, 820603, Identity theft / Fraud / Embezzlement, 
DC, Credit card, 823625, Transaction issue, 
DC, Bank account or service, 823872, Deposits and withdrawals, 
DC, Debt collection, 824174, Communication tactics, 
DC, Debt collection, 824173, Communication tactics, 
DC, Student loan, 824299, Dealing with my lender or servicer, 
DC, Debt collection, 824463, Taking/threatening an illegal action, 
DC, Debt collection, 823395, Cont'd attempts collect debt not owed, 
DC, Student loan, 821616, Dealing with my lender or servicer, 
DC, Bank account or service, 821804, Using a debit or ATM card, 
DC, Credit reporting, 820951, Incorrect information on credit report, 
DC, Credit card, 818671, Billing disputes, 
DC, Payday loan, 817579, Charged fees or interest I didn't expect, 
DC, Payday loan, 817581, Can't stop charges to bank account, 
DC, Credit reporting, 817775, Unable to get credit report/credit score, 
DC, Debt collection, 816738, Cont'd attempts collect debt not owed, 
DC, Credit card, 815237, Closing/Cancelling account, 
DC, Credit reporting, 815607, Unable to get credit report/credit score, 
DC, Student loan, 811184, Dealing with my lender or servicer, 
DC, Student loan, 811299, Dealing with my lender or servicer, 
DC, Credit reporting, 811496, Incorrect information on credit report, 
DC, Debt collection, 809842, Disclosure verification of debt, 
DC, Credit reporting, 806882, Unable to get credit report/credit score, 
DC, Credit reporting, 806881, Unable to get credit report/credit score, 
DC, Bank account or service, 806140, Deposits and withdrawals, 
DC, Credit reporting, 803041, Incorrect information on credit report, 
DC, Bank account or service, 803492, Deposits and withdrawals, 
DC, Debt collection, 802643, Cont'd attempts collect debt not owed, 
DC, Debt collection, 802642, Cont'd attempts collect debt not owed, 
DC, Payday loan, 801160, Charged fees or interest I didn't expect, 
DC, Credit card, 799660, Billing disputes, 
DC, Credit card, 799693, Billing disputes, 
DC, Debt collection, 797307, Improper contact or sharing of info, 
DC, Debt collection, 797306, Improper contact or sharing of info, 
DC, Debt collection, 795861, Communication tactics, 
DC, Student loan, 795688, Can't repay my loan, 
DC, Debt collection, 795494, False statements or representation, 
DC, Consumer loan, 794693, Shopping for a line of credit, 
DC, Bank account or service, 792873, Deposits and withdrawals, 
DC, Debt collection, 790870, Cont'd attempts collect debt not owed, 
DC, Bank account or service, 791341, Deposits and withdrawals, 
DC, Consumer loan, 791342, Shopping for a loan or lease, 
DC, Bank account or service, 791338, Deposits and withdrawals, 
DC, Credit reporting, 787831, Incorrect information on credit report, 
DC, Credit card, 785029, Billing disputes, 
DC, Mortgage, 779054, Settlement process and costs, 
DC, Bank account or service, 778385, Problems caused by my funds being low, 
DC, Debt collection, 773673, Cont'd attempts collect debt not owed, 
DC, Consumer loan, 773343, Shopping for a line of credit, 
DC, Credit reporting, 772659, Credit monitoring or identity protection, 
DC, Credit reporting, 772715, Incorrect information on credit report, 
DC, Student loan, 773180, Getting a loan, 
DC, Student loan, 763722, Dealing with my lender or servicer, 
DC, Credit card, 761173, Customer service / Customer relations, 
DC, Consumer loan, 762034, Managing the loan or lease, 
DC, Credit card, 760550, Billing statement, 
DC, Payday loan, 767722, Charged fees or interest I didn't expect, 
DC, Student loan, 758576, Can't repay my loan, 
DC, Credit reporting, 767344, Unable to get credit report/credit score, 
DC, Credit reporting, 757838, Unable to get credit report/credit score, 
DC, Credit reporting, 757839, Unable to get credit report/credit score, 
DC, Debt collection, 756183, Communication tactics, 
DC, Credit card, 754348, Closing/Cancelling account, 
DC, Credit card, 757705, Other, 
DC, Bank account or service, 755203, Deposits and withdrawals, 
DC, Bank account or service, 760137, Deposits and withdrawals, 
DC, Debt collection, 754064, Cont'd attempts collect debt not owed, 
DC, Bank account or service, 752203, Deposits and withdrawals, 
DC, Credit reporting, 759918, Incorrect information on credit report, 
DC, Student loan, 762600, Dealing with my lender or servicer, 
DC, Student loan, 748939, Dealing with my lender or servicer, 
DC, Debt collection, 744161, Communication tactics, 
DC, Credit card, 740284, Credit determination, 
DC, Bank account or service, 738891, Deposits and withdrawals, 
DC, Bank account or service, 738461, Deposits and withdrawals, 
DC, Debt collection, 737073, Cont'd attempts collect debt not owed, 
DC, Debt collection, 737074, Cont'd attempts collect debt not owed, 
DC, Debt collection, 733554, Improper contact or sharing of info, 
DC, Consumer loan, 731867, Problems when you are unable to pay, 
DC, Debt collection, 732473, Cont'd attempts collect debt not owed, 
DC, Money transfers, 732501, Money was not available when promised, 
DC, Credit card, 732150, Billing disputes, 
DC, Consumer loan, 728275, Problems when you are unable to pay, 
DC, Debt collection, 728336, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 722199, Incorrect information on credit report, 
DC, Credit reporting, 722200, Incorrect information on credit report, 
DC, Student loan, 724639, Can't repay my loan, 
DC, Consumer loan, 723249, Problems when you are unable to pay, 
DC, Student loan, 723423, Dealing with my lender or servicer, 
DC, Credit reporting, 725033, Incorrect information on credit report, 
DC, Debt collection, 717332, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 716357, Incorrect information on credit report, 
DC, Credit reporting, 714007, Credit reporting company's investigation, 
DC, Credit reporting, 714005, Credit reporting company's investigation, 
DC, Credit reporting, 714006, Credit reporting company's investigation, 
DC, Credit reporting, 714004, Credit reporting company's investigation, 
DC, Credit card, 715612, Other fee, 
DC, Debt collection, 714720, False statements or representation, 
DC, Debt collection, 714719, False statements or representation, 
DC, Credit reporting, 716597, Incorrect information on credit report, 
DC, Debt collection, 713522, False statements or representation, 
DC, Debt collection, 713521, False statements or representation, 
DC, Credit card, 717523, Billing disputes, 
DC, Money transfers, 709036, Fraud or scam, 
DC, Credit card, 706767, Credit card protection / Debt protection, 
DC, Credit card, 706768, Credit card protection / Debt protection, 
DC, Debt collection, 706766, Taking/threatening an illegal action, 
DC, Credit reporting, 704743, Incorrect information on credit report, 
DC, Credit reporting, 704672, Incorrect information on credit report, 
DC, Student loan, 704096, Can't repay my loan, 
DC, Student loan, 705212, Dealing with my lender or servicer, 
DC, Debt collection, 701423, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 701763, Unable to get credit report/credit score, 
DC, Credit card, 700489, Advertising and marketing, 
DC, Credit reporting, 707936, Improper use of my credit report, 
DC, Credit reporting, 699644, Unable to get credit report/credit score, 
DC, Consumer loan, 699708, Managing the loan or lease, 
DC, Credit card, 700167, Billing disputes, 
DC, Debt collection, 697828, Communication tactics, 
DC, Credit reporting, 698242, Incorrect information on credit report, 
DC, Debt collection, 693095, Communication tactics, 
DC, Bank account or service, 691484, Deposits and withdrawals, 
DC, Bank account or service, 691945, Deposits and withdrawals, 
DC, Student loan, 690974, Dealing with my lender or servicer, 
DC, Credit card, 689285, Credit card protection / Debt protection, 
DC, Student loan, 685997, Dealing with my lender or servicer, 
DC, Bank account or service, 687582, Deposits and withdrawals, 
DC, Credit reporting, 689749, Incorrect information on credit report, 
DC, Debt collection, 685827, Communication tactics, 
DC, Debt collection, 685828, Communication tactics, 
DC, Credit reporting, 681048, Incorrect information on credit report, 
DC, Credit card, 680044, Other fee, 
DC, Credit reporting, 680206, Incorrect information on credit report, 
DC, Debt collection, 680472, Cont'd attempts collect debt not owed, 
DC, Debt collection, 679640, Cont'd attempts collect debt not owed, 
DC, Debt collection, 679641, Cont'd attempts collect debt not owed, 
DC, Money transfers, 676285, Money was not available when promised, 
DC, Bank account or service, 675673, Using a debit or ATM card, 
DC, Student loan, 675959, Dealing with my lender or servicer, 
DC, Credit card, 673059, Rewards, 
DC, Student loan, 672462, Dealing with my lender or servicer, 
DC, Credit reporting, 671493, Incorrect information on credit report, 
DC, Bank account or service, 672012, Deposits and withdrawals, 
DC, Credit card, 670986, Unsolicited issuance of credit card, 
DC, Bank account or service, 665376, Using a debit or ATM card, 
DC, Student loan, 662831, Dealing with my lender or servicer, 
DC, Credit reporting, 664395, Unable to get credit report/credit score, 
DC, Credit card, 664182, Billing disputes, 
DC, Credit card, 663066, Other fee, 
DC, Credit reporting, 661159, Incorrect information on credit report, 
DC, Debt collection, 659812, Improper contact or sharing of info, 
DC, Consumer loan, 660636, Problems when you are unable to pay, 
DC, Bank account or service, 656072, Deposits and withdrawals, 
DC, Credit card, 654933, Identity theft / Fraud / Embezzlement, 
DC, Debt collection, 655417, False statements or representation, 
DC, Credit reporting, 654455, Incorrect information on credit report, 
DC, Student loan, 654892, Dealing with my lender or servicer, 
DC, Debt collection, 654130, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 652003, Incorrect information on credit report, 
DC, Money transfers, 652300, Wrong amount charged or received, 
DC, Credit reporting, 650901, Unable to get credit report/credit score, 
DC, Credit card, 650990, Application processing delay, 
DC, Credit card, 651201, Advertising and marketing, 
DC, Mortgage, 649685, Settlement process and costs, 
DC, Credit reporting, 646133, Unable to get credit report/credit score, 
DC, Credit reporting, 646134, Unable to get credit report/credit score, 
DC, Debt collection, 645661, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 646135, Unable to get credit report/credit score, 
DC, Credit card, 644622, Identity theft / Fraud / Embezzlement, 
DC, Debt collection, 641422, Disclosure verification of debt, 
DC, Credit card, 641124, Payoff process, 
DC, Debt collection, 637383, Disclosure verification of debt, 
DC, Credit reporting, 636491, Incorrect information on credit report, 
DC, Credit reporting, 631565, Incorrect information on credit report, 
DC, Debt collection, 630261, Communication tactics, 
DC, Consumer loan, 629337, Problems when you are unable to pay, 
DC, Debt collection, 627817, Cont'd attempts collect debt not owed, 
DC, Debt collection, 625428, Disclosure verification of debt, 
DC, Debt collection, 625427, Disclosure verification of debt, 
DC, Credit card, 625419, Arbitration, 
DC, Debt collection, 625424, Disclosure verification of debt, 
DC, Debt collection, 624544, Cont'd attempts collect debt not owed, 
DC, Credit card, 625125, Rewards, 
DC, Mortgage, 623034, Other, 
DC, Debt collection, 623370, Communication tactics, 
DC, Credit reporting, 621691, Incorrect information on credit report, 
DC, Debt collection, 620664, Cont'd attempts collect debt not owed, 
DC, Bank account or service, 619095, Deposits and withdrawals, 
DC, Debt collection, 620322, Improper contact or sharing of info, 
DC, Credit reporting, 615963, Incorrect information on credit report, 
DC, Debt collection, 616143, Communication tactics, 
DC, Credit card, 615336, Rewards, 
DC, Credit reporting, 615421, Credit monitoring or identity protection, 
DC, Debt collection, 615700, False statements or representation, 
DC, Debt collection, 615699, Cont'd attempts collect debt not owed, 
DC, Consumer loan, 613478, Managing the loan or lease, 
DC, Debt collection, 608812, Cont'd attempts collect debt not owed, 
DC, Student loan, 607824, Repaying your loan, 
DC, Debt collection, 603203, Cont'd attempts collect debt not owed, 
DC, Payday loan, 603454, Applied for loan/did not receive money, 
DC, Credit card, 602950, Credit determination, 
DC, Consumer loan, 601593, Managing the loan or lease, 
DC, Consumer loan, 599827, Taking out the loan or lease, 
DC, Consumer loan, 596769, Taking out the loan or lease, 
DC, Debt collection, 597060, Cont'd attempts collect debt not owed, 
DC, Debt collection, 597059, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 595199, Improper use of my credit report, 
DC, Credit reporting, 595198, Improper use of my credit report, 
DC, Debt collection, 595295, Communication tactics, 
DC, Debt collection, 592820, Communication tactics, 
DC, Debt collection, 592844, Cont'd attempts collect debt not owed, 
DC, Credit reporting, 591624, Incorrect information on credit report, 
DC, Debt collection, 589960, Improper contact or sharing of info, 
DC, Student loan, 591418, Repaying your loan, 
DC, Credit reporting, 590703, Incorrect information on credit report, 
DC, Money transfers, 584142, Fraud or scam, 
DC, Money transfers, 584141, Fraud or scam, 
DC, Credit reporting, 580994, Incorrect information on credit report, 
DC, Credit reporting, 580993, Incorrect information on credit report, 
DC, Credit reporting, 582240, Improper use of my credit report, 
DC, Bank account or service, 582331, Using a debit or ATM card, 
DC, Student loan, 582421, Repaying your loan, 
DC, Debt collection, 580860, Cont'd attempts collect debt not owed, 
DC, Mortgage, 579299, Settlement process and costs, 
DC, Debt collection, 577565, Communication tactics, 
DC, Credit reporting, 576341, Incorrect information on credit report, 
DC, Credit reporting, 576340, Incorrect information on credit report, 
DC, Credit reporting, 576338, Incorrect information on credit report, 
DC, Credit reporting, 575781, Incorrect information on credit report, 
DC, Consumer loan, 573126, Managing the loan or lease, 
DC, Credit card, 572690, Billing disputes, 
DC, Student loan, 571558, Problems when you are unable to pay, 
DC, Debt collection, 572702, Taking/threatening an illegal action, 
DC, Credit reporting, 571210, Incorrect information on credit report, 
DC, Debt collection, 570128, Taking/threatening an illegal action, 
DC, Bank account or service, 570174, Problems caused by my funds being low, 
DC, Student loan, 570682, Problems when you are unable to pay, 
DC, Bank account or service, 568157, Deposits and withdrawals, 
DC, Credit reporting, 567648, Incorrect information on credit report, 
DC, Bank account or service, 566955, Problems caused by my funds being low, 
DC, Credit card, 567256, Closing/Cancelling account, 
DC, Debt collection, 566069, Cont'd attempts collect debt not owed, 
DC, Student loan, 566454, Repaying your loan, 
DC, Bank account or service, 566426, Deposits and withdrawals, 
DC, Debt collection, 564672, Cont'd attempts collect debt not owed, 
DC, Mortgage, 564363, Settlement process and costs, 
