TransUnion,In progress,1104060,Credit reporting
"Solomon and Solomon, P.C.",Closed with non-monetary relief,1102439,Debt collection
Equifax,Closed with explanation,1103842,Credit reporting
Equifax,Closed with explanation,1103855,Credit reporting
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1103836,Debt collection
"McCarthy, Burgess & Wolff, Inc.",Closed with explanation,1102542,Debt collection
Wells Fargo,Closed with explanation,1103879,Bank account or service
Experian,Closed with explanation,1103344,Credit reporting
Equifax,Closed with non-monetary relief,1103595,Credit reporting
TransUnion,In progress,1106029,Credit reporting
Flagstar Bank,In progress,1103807,Mortgage
"Cavalry Investments, LLC",Closed with explanation,1103406,Debt collection
TransUnion,In progress,1105237,Credit reporting
Equifax,Closed with non-monetary relief,1103973,Credit reporting
Account Management Resources,Closed with explanation,1103594,Debt collection
Equifax,Closed with explanation,1104584,Credit reporting
"Eastern Account Systems of Connecticut, Inc.",Closed with explanation,1104362,Debt collection
Nationstar Mortgage,Closed with explanation,1102547,Mortgage
Equifax,Closed with explanation,1103576,Credit reporting
"Franklin Collection Service, Inc.",Closed with explanation,1102535,Debt collection
Financial Corporation of America,Closed with explanation,1103019,Debt collection
JPMorgan Chase,Closed with monetary relief,1103328,Bank account or service
Citibank,Closed with explanation,1104348,Debt collection
Equifax,Closed with non-monetary relief,1103784,Credit reporting
TransUnion,Closed with explanation,1102237,Credit reporting
Bank of America,In progress,1103562,Bank account or service
Experian,In progress,1103577,Credit reporting
TransUnion,Closed with explanation,1102910,Credit reporting
Equifax,Closed with explanation,1102650,Credit reporting
Solidus Group LLC.,Closed with explanation,1102465,Payday loan
Bank of America,In progress,1102467,Bank account or service
"Capio Partners, LLC",Closed with non-monetary relief,1102441,Debt collection
JPMorgan Chase,Closed with explanation,1102446,Student loan
Citibank,Closed with explanation,1104078,Debt collection
TransUnion,Closed with explanation,1103854,Credit reporting
JPMorgan Chase,Closed with non-monetary relief,1102482,Credit card
JPMorgan Chase,Closed with explanation,1102469,Consumer loan
"Credit Central Holdings, LLC",Closed with explanation,1102580,Consumer loan
Springleaf Finance Corporation,In progress,1105978,Consumer loan
Equifax,In progress,1106006,Credit reporting
Equifax,In progress,1102277,Credit reporting
"Select Portfolio Servicing, Inc",Closed with explanation,1102615,Mortgage
"Expert Global Solutions, Inc.",Closed with explanation,1102581,Debt collection
Experian,In progress,1102785,Credit reporting
Zenith Financial Network Inc,Closed with explanation,1102228,Debt collection
TransUnion,Closed with explanation,1102232,Credit reporting
Navy FCU,In progress,1103968,Credit reporting
Citibank,Closed with explanation,1106018,Credit card
U.S. Bancorp,Closed with explanation,1104449,Mortgage
"Expert Global Solutions, Inc.",Closed with explanation,1102665,Debt collection
TransUnion,In progress,1102987,Credit reporting
TransUnion,In progress,1102747,Credit reporting
Arbor Residential Mortgage LLC,In progress,1103601,Mortgage
Experian,Closed with explanation,1103771,Credit reporting
"Premium Asset Services, LLC",In progress,1103671,Debt collection
Flagstar Bank,In progress,1103666,Mortgage
Equifax,Closed with non-monetary relief,1103742,Credit reporting
Experian,Closed with non-monetary relief,1103699,Credit reporting
TransUnion,Closed with non-monetary relief,1103950,Credit reporting
Citibank,Closed with explanation,1102744,Debt collection
MoneyGram,Closed with explanation,1106652,Money transfers
Comerica,Closed with explanation,1103893,Bank account or service
Allied Interstate LLC,Closed with non-monetary relief,1102915,Debt collection
"Southwest Credit Systems, L.P.",Closed,1106190,Debt collection
Wells Fargo,Closed with explanation,1106139,Mortgage
TransUnion,Closed with explanation,1103993,Credit reporting
"Hunter Warfield, Inc.",In progress,1104072,Debt collection
TransUnion,In progress,1104053,Credit reporting
Bank of America,In progress,1102293,Credit card
TransUnion,In progress,1100921,Credit reporting
Ocwen,Closed with explanation,1101015,Mortgage
TransUnion,In progress,1101219,Credit reporting
"North Shore Agency, LLC",Closed with explanation,1101322,Debt collection
TransUnion,In progress,1101026,Credit reporting
Citibank,Closed with non-monetary relief,1100557,Credit card
U.S. Bancorp,Closed with monetary relief,1100377,Credit card
"Southwest Credit Systems, L.P.",In progress,1100505,Debt collection
American Honda Finance Corporation,Closed with explanation,1100521,Consumer loan
"Expert Global Solutions, Inc.",In progress,1100367,Debt collection
"ProCollect, Inc",Closed,1100440,Debt collection
TransUnion,Closed with explanation,1103817,Credit reporting
Flagstar Bank,In progress,1101317,Mortgage
Equifax,Closed with non-monetary relief,1100834,Credit reporting
Experian,Closed with explanation,1101256,Credit reporting
Nationstar Mortgage,Closed with explanation,1103911,Mortgage
Ally Financial Inc.,In progress,1101273,Consumer loan
Equifax,Closed with explanation,1101025,Credit reporting
Stellar Recovery Inc.,Closed with explanation,1101288,Debt collection
Experian,Closed with explanation,1103948,Credit reporting
"Expert Global Solutions, Inc.",Closed with explanation,1101508,Debt collection
Flagstar Bank,In progress,1100900,Mortgage
Solidus Group LLC.,Closed with explanation,1101706,Debt collection
Equifax,Closed with explanation,1101224,Credit reporting
Citibank,Closed with explanation,1101749,Credit card
Equifax,In progress,1101705,Credit reporting
Equifax,Closed with explanation,1101701,Credit reporting
"Bayview Loan Servicing, LLC",In progress,1101650,Mortgage
Wells Fargo,Closed with explanation,1101696,Consumer loan
ACS Education Services,Closed with explanation,1101634,Student loan
U.S. Bancorp,Closed with explanation,1101211,Credit card
"CashCall, Inc.",Closed with explanation,1101675,Payday loan
Springleaf Finance Corporation,In progress,1101804,Mortgage
Navy FCU,In progress,1101773,Consumer loan
"RGS Financial, Inc.",Closed with explanation,1101873,Debt collection
Wells Fargo,Closed with explanation,1100905,Bank account or service
Columbia Recovery Group LLC,Closed with explanation,1101298,Debt collection
Solidus Group LLC.,Closed with explanation,1102405,Debt collection
Equifax,Closed with explanation,1102291,Credit reporting
Specialized Loan Servicing LLC,Closed with explanation,1102338,Mortgage
Cade Investments LLC,Closed,1100907,Debt collection
TransUnion,Closed with explanation,1102289,Credit reporting
"Select Portfolio Servicing, Inc",Closed with explanation,1101292,Mortgage
JPMorgan Chase,Closed with explanation,1101090,Bank account or service
Nationstar Mortgage,In progress,1102364,Mortgage
"Bayview Loan Servicing, LLC",Closed with explanation,1102388,Mortgage
TransUnion,Closed with explanation,1102210,Credit reporting
Merchants Credit Assoc. Inc SC,Closed with explanation,1102400,Debt collection
BMO Harris,Closed with explanation,1101089,Bank account or service
Experian,Closed with explanation,1101027,Credit reporting
Wells Fargo,Closed with explanation,1102213,Mortgage
Wells Fargo,Closed with explanation,1101065,Student loan
Flagstar Bank,In progress,1101757,Mortgage
U.S. Bancorp,Closed with explanation,1101882,Bank account or service
Equifax,In progress,1102208,Credit reporting
"Convergent Resources, Inc.",Closed with explanation,1101206,Debt collection
Springleaf Finance Corporation,In progress,1100814,Consumer loan
Experian,In progress,1100793,Credit reporting
"Select Portfolio Servicing, Inc",Closed with explanation,1101067,Mortgage
"ATG Credit, LLC",Closed with explanation,1102365,Debt collection
"Amsher Collection Services, Inc.",In progress,1101727,Debt collection
Encore Capital Group,Closed with explanation,1100244,Debt collection
Equifax,Closed with non-monetary relief,1100213,Credit reporting
Experian,Closed with explanation,1100990,Credit reporting
U.S. Bancorp,Closed with explanation,1103991,Student loan
TransUnion,In progress,1104048,Credit reporting
Wells Fargo,Closed with explanation,1100854,Bank account or service
Franklin First Financial,Closed with explanation,1100278,Mortgage
Springleaf Finance Corporation,Closed with explanation,1100581,Debt collection
"Fay Servicing, LLC",Closed with explanation,1100823,Mortgage
Experian,Closed with non-monetary relief,1100161,Credit reporting
"Convergent Resources, Inc.",Closed with explanation,1099990,Debt collection
Citibank,Closed with monetary relief,1099994,Credit card
Solidus Group LLC.,Closed with explanation,1099968,Debt collection
Experian,Closed with non-monetary relief,1099963,Credit reporting
Experian,Closed with explanation,1100159,Credit reporting
Experian,Closed with explanation,1100198,Credit reporting
Phoenix Financial Services LLC,Closed with explanation,1100165,Debt collection
"Expert Global Solutions, Inc.",In progress,1100154,Credit reporting
Experian,In progress,1100919,Credit reporting
Equifax,Closed with explanation,1100920,Credit reporting
MoneyGram,Closed with explanation,1104403,Money transfers
Ally Financial Inc.,In progress,1100927,Consumer loan
Ocwen,Closed with explanation,1100903,Mortgage
JPMorgan Chase,Closed with explanation,1103786,Bank account or service
Equifax,Closed with explanation,1102288,Credit reporting
Experian,In progress,1100764,Credit reporting
TD Bank,Closed with monetary relief,1100233,Bank account or service
"Asset Recovery Solutions, LLC",Closed,1100644,Debt collection
Experian,In progress,1100964,Credit reporting
Citibank,Closed with explanation,1100858,Mortgage
Equifax,Closed with explanation,1104047,Credit reporting
Flagstar Bank,In progress,1101345,Mortgage
Ally Financial Inc.,In progress,1101005,Bank account or service
TransUnion,In progress,1104046,Credit reporting
JPMorgan Chase,In progress,1100493,Credit card
"Mercantile Adjustment Bureau, LLC",Closed with explanation,1100537,Debt collection
Ocwen,Closed with explanation,1099937,Mortgage
Ocwen,Closed with non-monetary relief,1101272,Mortgage
Equifax,Closed with explanation,1099973,Credit reporting
JPMorgan Chase,Closed with monetary relief,1101490,Credit card
Equifax,Closed with non-monetary relief,1100191,Credit reporting
Ally Financial Inc.,In progress,1100538,Consumer loan
TransUnion,In progress,1100795,Credit reporting
Equifax,In progress,1104045,Credit reporting
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1100453,Debt collection
PNC Bank,Closed with explanation,1103777,Mortgage
"Illinois Collection Service, Inc.",Closed with explanation,1100672,Debt collection
"Recheck, Inc",Closed with explanation,1100332,Debt collection
Bank of America,In progress,1100728,Credit card
Bank of America,In progress,1100915,Bank account or service
Wells Fargo,Closed with explanation,1100932,Bank account or service
"Credit Bureau of York, Inc.",Closed,1101048,Debt collection
TD Bank,Closed with monetary relief,1100880,Bank account or service
Solidus Group LLC.,Closed with explanation,1101321,Debt collection
Santander Bank US,In progress,1101435,Mortgage
"Wheels Financial Group, LLC",Closed with non-monetary relief,1102414,Consumer loan
"Capital Accounts, LLC",Closed with explanation,1102411,Debt collection
Equifax,Closed with explanation,1102386,Credit reporting
JPMorgan Chase,Closed with explanation,1102362,Student loan
Red Rock Tribal Lending,Closed with explanation,1102368,Payday loan
Solidus Group LLC.,Closed with explanation,1102403,Debt collection
"National Credit Adjusters, LLC",Closed with explanation,1102404,Debt collection
"Commonwealth Financial Systems, Inc.",Closed with explanation,1102269,Debt collection
"Bayview Loan Servicing, LLC",In progress,1101432,Mortgage
"Monarch Recovery Holdings, Inc.",Closed with explanation,1101604,Debt collection
"Bayview Loan Servicing, LLC",In progress,1102204,Mortgage
Equifax,Closed with explanation,1099932,Credit reporting
Equifax,In progress,1101785,Credit reporting
Bank of America,In progress,1101885,Bank account or service
Experian,In progress,1101872,Credit reporting
Experian,In progress,1101892,Credit reporting
BMO Harris,Closed with explanation,1101743,Credit card
Experian,Closed with non-monetary relief,1101731,Credit reporting
Wells Fargo,Closed with explanation,1101767,Bank account or service
Nationstar Mortgage,Closed with explanation,1101735,Mortgage
"California Business Bureau, Inc.",Closed with explanation,1101583,Debt collection
"Bayview Loan Servicing, LLC",In progress,1101673,Mortgage
TransUnion,Closed with explanation,1101510,Credit reporting
Ally Financial Inc.,In progress,1101619,Bank account or service
TransUnion,Closed with non-monetary relief,1101551,Credit reporting
TD Bank,Closed with explanation,1101524,Bank account or service
"Commonwealth Financial Systems, Inc.",Closed with explanation,1101421,Debt collection
Ocwen,Closed with explanation,1101374,Mortgage
Citibank,Closed with explanation,1101230,Debt collection
Ocwen,Closed with explanation,1101368,Mortgage
Experian,Closed with non-monetary relief,1101401,Credit reporting
"Expert Global Solutions, Inc.",In progress,1101447,Debt collection
Bank of America,In progress,1101789,Bank account or service
Equifax,Closed with explanation,1100794,Credit reporting
Americollect Inc,Closed with explanation,1101276,Debt collection
"CCS Financial Services, Inc.",Closed with explanation,1101381,Debt collection
SquareTwo Financial Corporation,Closed with monetary relief,1100948,Debt collection
Bank of America,Closed with monetary relief,1100786,Bank account or service
Nationstar Mortgage,Closed with explanation,1100876,Mortgage
Equifax,Closed with non-monetary relief,1100178,Credit reporting
Experian,Closed with non-monetary relief,1100398,Credit reporting
Ocwen,Closed with explanation,1100328,Mortgage
Equifax,Closed with non-monetary relief,1100384,Credit reporting
U.S. Bancorp,Closed with explanation,1100666,Bank account or service
"Select Portfolio Servicing, Inc",Closed with explanation,1098286,Mortgage
JPMorgan Chase,Closed with explanation,1098400,Bank account or service
Experian,In progress,1099165,Credit reporting
Equifax,Closed with explanation,1097737,Credit reporting
Equifax,In progress,1099383,Credit reporting
Avante,Closed with explanation,1101797,Debt collection
Rushmore Loan Management Services LLC,Closed with explanation,1101737,Mortgage
Equifax,Closed with explanation,1101905,Credit reporting
Navy FCU,In progress,1099095,Bank account or service
JPMorgan Chase,Closed with explanation,1098256,Bank account or service
Experian,Closed with explanation,1097926,Credit reporting
TransUnion,Closed with explanation,1098547,Credit reporting
JPMorgan Chase,In progress,1098598,Credit card
Wells Fargo,Closed with explanation,1099195,Mortgage
Dovenmuehle Mortgage Inc.,Closed with explanation,1099403,Mortgage
Citibank,Closed with explanation,1101894,Credit card
Experian,In progress,1100149,Credit reporting
Wells Fargo,Closed with explanation,1098872,Bank account or service
Citibank,Closed with explanation,1097891,Credit card
"Herbert P. Sears Co., Inc.",Closed with explanation,1098332,Debt collection
"State Collection Service, Inc.",Closed with explanation,1098249,Debt collection
Wells Fargo,Closed with explanation,1100110,Mortgage
Rabobank,Closed with explanation,1100121,Bank account or service
Equifax,Closed with explanation,1099433,Credit reporting
"Expert Global Solutions, Inc.",In progress,1100090,Debt collection
Equifax,Closed with non-monetary relief,1100003,Credit reporting
Equifax,Closed with explanation,1099916,Credit reporting
Experian,Closed with non-monetary relief,1099917,Credit reporting
Experian,Closed with non-monetary relief,1099581,Credit reporting
CNG Financial Corporation,Closed with explanation,1099895,Debt collection
TransUnion,Closed with non-monetary relief,1099915,Credit reporting
Credit Bureau of Napa,Closed with explanation,1100098,Debt collection
Wells Fargo,Closed with explanation,1099317,Mortgage
CNG Financial Corporation,Closed with explanation,1099379,Consumer loan
Experian,In progress,1099398,Credit reporting
Equifax,In progress,1099397,Credit reporting
U.S. Bancorp,Closed with monetary relief,1099411,Bank account or service
"Bayview Loan Servicing, LLC",In progress,1099407,Mortgage
"Collection Information Bureau, Inc.",Closed with explanation,1099330,Debt collection
"Dynamic Strategies, Inc",Closed with non-monetary relief,1099323,Debt collection
Nationstar Mortgage,In progress,1099346,Mortgage
Experian,In progress,1099238,Credit reporting
"National Collection Systems, Inc.",Closed with explanation,1099348,Debt collection
"Servis One, Inc.",Closed with explanation,1100145,Mortgage
JPMorgan Chase,Closed with explanation,1100143,Consumer loan
First Associates Loan Servicing LLC,Closed with explanation,1100127,Student loan
GE Capital Retail,Closed with explanation,1099159,Credit card
"Expert Global Solutions, Inc.",In progress,1100086,Debt collection
Equifax,In progress,1099473,Credit reporting
"North Shore Agency, LLC",Closed with explanation,1099098,Debt collection
"National Credit Adjusters, LLC",Closed with explanation,1103795,Debt collection
JPMorgan Chase,Closed with explanation,1098402,Credit card
Wells Fargo,Closed with explanation,1097703,Mortgage
"Healthcare Collections-I, LLC",Closed with explanation,1098807,Debt collection
JPMorgan Chase,Closed with explanation,1098709,Mortgage
SunTrust Bank,Closed with explanation,1099578,Mortgage
JPMorgan Chase,Closed with explanation,1098701,Student loan
Ally Financial Inc.,In progress,1098607,Consumer loan
"Credit Protection Association, L.P.",Closed with non-monetary relief,1098550,Debt collection
Experian,Closed with non-monetary relief,1098546,Credit reporting
"Bayview Loan Servicing, LLC",In progress,1098455,Mortgage
Bank of America,Closed with explanation,1098405,Bank account or service
Discover,Closed with explanation,1098497,Credit card
Equifax,Closed with explanation,1099434,Credit reporting
"New Day Financial, LLC",Closed with explanation,1099301,Mortgage
"Green Tree Servicing, LLC",Closed with explanation,1099320,Mortgage
Citibank,Closed with explanation,1100055,Credit card
"Diversified Adjustment Service, Inc.",In progress,1099561,Debt collection
JPMorgan Chase,Closed with explanation,1098219,Debt collection
Experian,Closed with non-monetary relief,1098485,Credit reporting
JPMorgan Chase,Closed with monetary relief,1098390,Bank account or service
"Capio Partners, LLC",Closed with non-monetary relief,1098759,Debt collection
TransUnion,In progress,1099399,Credit reporting
TransUnion,In progress,1099384,Credit reporting
"Valarity, LLC",Closed with explanation,1099340,Debt collection
JPMorgan Chase,Closed with explanation,1099321,Credit card
Wells Fargo,Closed with explanation,1099313,Mortgage
TransUnion,Closed with explanation,1099387,Credit reporting
TransUnion,Closed with explanation,1099579,Credit reporting
"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,1099327,Credit reporting
Experian,Closed with explanation,1099432,Credit reporting
Turning Point Solutions LLC,Closed with non-monetary relief,1099353,Debt collection
Wells Fargo,Closed with explanation,1099370,Bank account or service
Equifax,Closed with explanation,1099386,Credit reporting
"Bayview Loan Servicing, LLC",In progress,1099375,Mortgage
HSBC,Closed with explanation,1098323,Bank account or service
Ocwen,Closed with explanation,1098318,Mortgage
Wells Fargo,Closed with explanation,1099472,Credit card
"Select Portfolio Servicing, Inc",Closed with explanation,1099463,Mortgage
"Fein, Such, Kahn & Shepard, P.C.",Closed with explanation,1099462,Debt collection
GE Capital Retail,Closed with monetary relief,1099478,Credit card
U.S. Bancorp,Closed with explanation,1099457,Credit card
Equifax,Closed with explanation,1099458,Credit reporting
TransUnion,In progress,1099474,Credit reporting
Equifax,In progress,1099476,Credit reporting
Guaranteed Rate,Closed with explanation,1098272,Mortgage
Santander Bank US,In progress,1099428,Bank account or service
DataMax Corporation,Closed with explanation,1099488,Debt collection
Equifax,Closed with non-monetary relief,1099497,Credit reporting
Equifax,Closed with non-monetary relief,1099593,Credit reporting
Citibank,Closed with explanation,1099582,Mortgage
Equifax,Closed with explanation,1100013,Credit reporting
Ocwen,Closed with non-monetary relief,1099918,Mortgage
Solidus Group LLC.,Closed with explanation,1099222,Debt collection
Receivables Performance Management LLC,Closed with explanation,1099206,Debt collection
Bank of America,In progress,1100008,Bank account or service
Flagstar Bank,In progress,1098376,Mortgage
Flagstar Bank,In progress,1098302,Mortgage
"Choice Recovery, Inc.",Closed with explanation,1098348,Debt collection
Nationstar Mortgage,Closed with explanation,1098331,Mortgage
"Expert Global Solutions, Inc.",In progress,1098298,Debt collection
Bank of America,In progress,1098320,Bank account or service
Nationstar Mortgage,In progress,1098581,Mortgage
"Maury Cobb, Attorney at Law, LLC",In progress,1098319,Debt collection
Equifax,Closed with explanation,1099995,Credit reporting
"Optimum Outcomes, Inc.",Closed with explanation,1098582,Debt collection
"American Collections Enterprise, Inc.",Closed with explanation,1098664,Debt collection
Stellar Recovery Inc.,Closed with explanation,1098603,Debt collection
"Expert Global Solutions, Inc.",In progress,1098836,Debt collection
Navy FCU,In progress,1098624,Bank account or service
JPMorgan Chase,Closed with monetary relief,1098638,Credit card
JPMorgan Chase,Closed with monetary relief,1098471,Bank account or service
"Asset Management Outsourcing, Inc.",Closed with explanation,1099347,Debt collection
Resurgent Capital Services L.P.,Closed,1098757,Debt collection
"P&B Capital Group, LLC",Closed with explanation,1098802,Debt collection
GE Capital Retail,Closed with explanation,1099069,Debt collection
"Green Tree Servicing, LLC",Closed with explanation,1098846,Mortgage
"FirstSource Advantage, LLC",Closed with explanation,1098789,Credit card
"Nationwide Debt Management Solutions, LLC",In progress,1100066,Debt collection
Experian,In progress,1098821,Credit reporting
"Enova International, Inc.",Closed with explanation,1098809,Payday loan
"Fein, Such, Kahn & Shepard, P.C.",Closed with explanation,1100117,Debt collection
Experian,In progress,1098814,Credit reporting
Experian,Closed with non-monetary relief,1099156,Credit reporting
TransUnion,Closed with explanation,1099158,Credit reporting
JPMorgan Chase,Closed with explanation,1098785,Mortgage
TransUnion,Closed with explanation,1098869,Credit reporting
"Stanislaus Credit Control Service, Inc.",Closed,1099064,Debt collection
American Student Assistance,Closed with explanation,1098853,Debt collection
"Select Portfolio Servicing, Inc",Closed with explanation,1098892,Mortgage
"Thunderbird Collection Specialists, Inc.",Closed with explanation,1099139,Debt collection
"Monarch Recovery Holdings, Inc.",Closed with explanation,1100079,Debt collection
"Delta Management Associates, Inc.",Closed with explanation,1100105,Debt collection
TransUnion,Closed with explanation,1097821,Credit reporting
"Green Tree Servicing, LLC",Closed with explanation,1098896,Mortgage
"North Shore Agency, LLC",Closed with explanation,1099029,Debt collection
"I.C. System, Inc.",Closed with explanation,1098357,Debt collection
Citibank,Closed with monetary relief,1098883,Debt collection
Bank of America,In progress,1099017,Bank account or service
Discover,Closed with non-monetary relief,1099001,Credit card
Equifax,Closed with explanation,1097819,Credit reporting
Tormey Bewley Corporation,Closed,1097808,Debt collection
Wells Fargo,Closed with explanation,1098353,Bank account or service
Equifax,Closed with explanation,1098022,Credit reporting
"Expert Global Solutions, Inc.",Closed with explanation,1097935,Debt collection
Equifax,Closed with explanation,1098021,Credit reporting
"Diversified Adjustment Service, Inc.",Closed with explanation,1102268,Debt collection
"EOS Holdings, Inc.",Closed with explanation,1101771,Debt collection
Central Portfolio Control Inc.,Closed with explanation,1101758,Debt collection
Citibank,In progress,1099584,Mortgage
Lockhart Mediation Services,Closed with explanation,1098543,Debt collection
Allied Interstate LLC,Closed with non-monetary relief,1098852,Debt collection
Equifax,Closed with non-monetary relief,1100131,Credit reporting
Citibank,Closed with explanation,1100106,Credit card
M&T Bank,In progress,1099312,Consumer loan
Experian,In progress,1099385,Credit reporting
Zwicker & Associates,Closed with explanation,1099571,Debt collection
Equifax,Closed with explanation,1099580,Credit reporting
TransUnion,In progress,1099897,Credit reporting
Bank of America,In progress,1100136,Credit card
"Pressler & Pressler, LLP",Closed with explanation,1098105,Debt collection
GE Capital Retail,Closed with monetary relief,1097963,Debt collection
JPMorgan Chase,In progress,1097978,Credit card
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1098252,Debt collection
Wells Fargo,Closed with explanation,1097860,Student loan
Experian,Closed with explanation,1097820,Credit reporting
U.S. Bancorp,Closed with explanation,1097843,Mortgage
Equifax,Closed with explanation,1097925,Credit reporting
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1098237,Debt collection
Tower Loan,Closed with explanation,1098155,Consumer loan
GE Capital Retail,Closed with monetary relief,1098165,Credit card
Citibank,Closed with monetary relief,1098149,Credit card
Equifax,Closed with non-monetary relief,1098167,Credit reporting
Experian,Closed with non-monetary relief,1099274,Credit reporting
"Select Portfolio Servicing, Inc",Closed with explanation,1098276,Mortgage
TransUnion,Closed with explanation,1098017,Credit reporting
Citibank,Closed with non-monetary relief,1098238,Credit card
TransUnion,Closed with explanation,1097923,Credit reporting
JPMorgan Chase,In progress,1098180,Mortgage
Equifax,Closed with explanation,1098548,Credit reporting
DataMax Corporation,Closed with explanation,1098711,Debt collection
Ocwen,Closed with explanation,1097670,Mortgage
Wells Fargo,Closed with explanation,1097669,Bank account or service
JPMorgan Chase,Closed with explanation,1097664,Bank account or service
"Convergent Resources, Inc.",Closed with explanation,1097625,Debt collection
Amex,Closed with explanation,1097768,Credit card
Experian,In progress,1097668,Credit reporting
AllianceOne Recievables Management,Closed with explanation,1097657,Debt collection
Banco Popular North America,Closed with explanation,1097769,Consumer loan
JPMorgan Chase,Closed with explanation,1097795,Credit card
ACS Education Services,Closed with explanation,1097626,Student loan
"Credit Management Control, Inc.",Closed with non-monetary relief,1097676,Debt collection
Experian,In progress,1097650,Credit reporting
JPMorgan Chase,In progress,1097557,Debt collection
Citibank,Closed with monetary relief,1097550,Credit card
Citibank,Closed with explanation,1097794,Debt collection
TransUnion,Closed with explanation,1097791,Credit reporting
Wells Fargo,Closed with explanation,1097555,Mortgage
JPMorgan Chase,Closed with explanation,1097662,Credit card
Capital One,In progress,1097594,Debt collection
"Carmel Financial Corporation, Inc.",Closed with non-monetary relief,1097575,Debt collection
"Vital Solutions, Inc.",Closed with explanation,1097612,Debt collection
Equifax,Closed with explanation,1097639,Credit reporting
TransUnion,Closed with explanation,1097597,Credit reporting
"Professional Accounts Service, Inc. (Indiana)",Closed with explanation,1097614,Debt collection
Tower Loan,Closed with explanation,1097608,Consumer loan
Citibank,Closed with non-monetary relief,1097617,Debt collection
JPMorgan Chase,Closed with explanation,1097752,Bank account or service
JPMorgan Chase,Closed with explanation,1097563,Mortgage
TransUnion,In progress,1097686,Credit reporting
Citibank,Closed with explanation,1097558,Credit card
"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,1097648,Credit reporting
Experian,In progress,1097492,Credit reporting
Equifax,Closed with explanation,1097577,Credit reporting
First Advantage Corporation,Closed with explanation,1097604,Credit reporting
Equifax,Closed with explanation,1097599,Credit reporting
Flagstar Bank,In progress,1097534,Mortgage
Experian,Closed with non-monetary relief,1097525,Credit reporting
TransUnion,In progress,1099471,Credit reporting
Nationstar Mortgage,Closed with explanation,1097521,Mortgage
"Select Portfolio Servicing, Inc",Closed with explanation,1099577,Mortgage
Discover,Closed with explanation,1097546,Student loan
Ocwen,Closed with explanation,1097549,Mortgage
Santander Consumer USA,Closed with explanation,1099429,Credit card
"Expert Global Solutions, Inc.",In progress,1097559,Debt collection
JPMorgan Chase,Closed with explanation,1097539,Credit card
Amex,Closed with explanation,1097537,Credit card
"Expert Global Solutions, Inc.",In progress,1097544,Debt collection
TransUnion,Closed with non-monetary relief,1097551,Credit reporting
American Honda Finance Corporation,Closed with explanation,1097578,Consumer loan
Experian,Closed with explanation,1097586,Credit reporting
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1097665,Debt collection
Equifax,Closed with explanation,1097635,Credit reporting
TransUnion,Closed with explanation,1097489,Credit reporting
Ocwen,Closed with explanation,1098657,Mortgage
Ally Financial Inc.,In progress,1097587,Consumer loan
GE Capital Retail,Closed with monetary relief,1097661,Credit card
SunTrust Bank,In progress,1097627,Student loan
Bank of America,In progress,1097763,Credit card
Nationstar Mortgage,Closed with explanation,1097621,Mortgage
Springleaf Finance Corporation,In progress,1097790,Consumer loan
Equifax,In progress,1097653,Credit reporting
TransUnion,Closed with explanation,1097696,Credit reporting
Wells Fargo,Closed with explanation,1097574,Mortgage
"ID Analytics, Inc.",Closed with explanation,1097651,Credit reporting
Experian,Closed with explanation,1097585,Credit reporting
Bank of America,In progress,1097694,Bank account or service
HSBC,Closed with explanation,1097698,Consumer loan
Experian,In progress,1097757,Credit reporting
Santander Consumer USA,Closed with explanation,1097755,Consumer loan
Experian,In progress,1097687,Credit reporting
Experian,Closed with explanation,1097579,Credit reporting
TransUnion,Closed with explanation,1097654,Credit reporting
"Bayview Loan Servicing, LLC",In progress,1097644,Mortgage
"Western Mercantile Agency, Inc",In progress,1097320,Debt collection
Experian,Closed with non-monetary relief,1097323,Credit reporting
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1097345,Debt collection
Barclays,In progress,1097153,Debt collection
Equifax,Closed with explanation,1097229,Credit reporting
TransUnion,Closed with explanation,1097255,Credit reporting
"Afni, Inc.",Closed with explanation,1097294,Debt collection
Experian,Closed with explanation,1097306,Credit reporting
"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1097343,Debt collection
"Blakely-Witt and Associates, Inc.",Closed with explanation,1097327,Debt collection
"CCS Financial Services, Inc.",Closed with explanation,1097325,Debt collection
Citibank,Closed with explanation,1097363,Credit card
Experian,In progress,1097297,Credit reporting
Equifax,Closed with explanation,1097649,Credit reporting
Equifax,Closed with explanation,1097319,Credit reporting
Equifax,In progress,1097291,Credit reporting
Bank of America,Closed with explanation,1097677,Bank account or service
Wells Fargo,Closed with explanation,1097369,Bank account or service
"Receivables Management Group, Inc.",Closed,1097508,Debt collection
Navy FCU,In progress,1097501,Credit card
Discover,Closed with explanation,1097477,Credit card
Bank of America,In progress,1097400,Bank account or service
Navient,In progress,1097397,Student loan
American Coradius International LLC,Closed with explanation,1097384,Debt collection
"Green Tree Servicing, LLC",In progress,1097386,Mortgage
