"Southwest Credit Systems,  L.P.", In progress, 1111629, Debt collection, 
"Southwest Credit Systems,  L.P.", Closed, 1106190, Debt collection, 
"Southwest Credit Systems,  L.P.", In progress, 1100505, Debt collection, 
