AA,10
AE,114
AK,384
AL,2847
AP,79
AR,1298
AS,10
AZ,6942
CA,47076
CO,5381
CT,3889
DC,1788
DE,1709
FL,30164
FM,17
GA,13514
GU,35
HI,1146
IA,1255
ID,1020
IL,10795
IN,3379
KS,1458
KY,2153
LA,2806
MA,6555
MD,10258
ME,1089
MH,17
MI,8738
MN,3653
MO,4152
MP,15
MS,1326
MT,524
NC,8626
ND,230
NE,969
NH,1846
NJ,12808
NM,1503
NV,3474
NY,21519
OH,9681
OK,1943
OR,3682
PA,11125
PR,644
PW,6
RI,1157
SC,3595
SD,410
St,1
TN,4417
TX,21711
UT,1618
VA,10138
VI,57
VT,559
WA,6452
WI,3491
WV,794
WY,336
