 Credit reporting, 1097604, Incorrect information on credit report, 
 Bank account or service, 1075529, Deposits and withdrawals, 
 Credit reporting, 1061478, Incorrect information on credit report, 
 Bank account or service, 1016032, Using a debit or ATM card, 
 Bank account or service, 973346, Deposits and withdrawals, 
 Money transfers, 957440, Other service issues, 
 Debt collection, 917436, Communication tactics, 
 Credit reporting, 907483, Incorrect information on credit report, 
 Bank account or service, 856658, Deposits and withdrawals, 
 Credit card, 828852, Late fee, 
 Mortgage, 793627, Settlement process and costs, 
 Debt collection, 794443, Communication tactics, 
 Credit card, 774516, Payoff process, 
 Debt collection, 768054, Communication tactics, 
 Bank account or service, 735877, Deposits and withdrawals, 
 Credit card, 706404, Closing/Cancelling account, 
 Credit card, 680418, Billing disputes, 
 Bank account or service, 675949, Deposits and withdrawals, 
 Credit card, 598656, Other, 
 Credit card, 599119, Billing statement, 
 Debt collection, 588523, Disclosure verification of debt, 
 Debt collection, 489481, Communication tactics, 
 Credit card, 464645, Other, 
 Bank account or service, 459796, Problems caused by my funds being low, 
 Credit card, 418922, Credit line increase/decrease, 
 Credit card, 272929, Billing statement, 
 Credit card, 264093, Closing/Cancelling account, 
 Credit card, 211594, Billing disputes, 
 Credit card, 200438, Other, 
 Bank account or service, 161273, Using a debit or ATM card, 
 Credit card, 144158, Closing/Cancelling account, 
 Bank account or service, 141702, Using a debit or ATM card, 
 Bank account or service, 131719, Problems caused by my funds being low, 
 Credit card, 32465, Identity theft / Fraud / Embezzlement, 
