 Debt collection, 1111633, Communication tactics, 
 Debt collection, 1110491, Cont'd attempts collect debt not owed, 
 Debt collection, 1103594, Cont'd attempts collect debt not owed, 
 Money transfers, 1106652, Fraud or scam, 
 Credit reporting, 1099474, Incorrect information on credit report, 
 Credit reporting, 1099476, Incorrect information on credit report, 
 Debt collection, 1098298, Cont'd attempts collect debt not owed, 
 Debt collection, 1095172, Taking/threatening an illegal action, 
 Credit reporting, 1093968, Incorrect information on credit report, 
 Debt collection, 1091472, Communication tactics, 
 Debt collection, 1091502, Cont'd attempts collect debt not owed, 
 Student loan, 1091278, Dealing with my lender or servicer, 
 Bank account or service, 1087569, Problems caused by my funds being low, 
 Debt collection, 1090493, False statements or representation, 
 Debt collection, 1089524, Disclosure verification of debt, 
 Credit reporting, 1089473, Unable to get credit report/credit score, 
 Debt collection, 1089522, False statements or representation, 
 Debt collection, 1087010, Disclosure verification of debt, 
 Bank account or service, 1085889, Deposits and withdrawals, 
 Debt collection, 1085819, Taking/threatening an illegal action, 
 Credit reporting, 1084976, Incorrect information on credit report, 
 Credit reporting, 1084975, Incorrect information on credit report, 
 Credit reporting, 1084974, Incorrect information on credit report, 
 Credit reporting, 1084219, Incorrect information on credit report, 
 Credit reporting, 1083351, Incorrect information on credit report, 
 Debt collection, 1080653, False statements or representation, 
 Consumer loan, 1080825, Taking out the loan or lease, 
 Debt collection, 1080652, False statements or representation, 
 Consumer loan, 1078662, Taking out the loan or lease, 
 Credit card, 1077695, Credit card protection / Debt protection, 
 Debt collection, 1078393, Cont'd attempts collect debt not owed, 
 Debt collection, 1077148, Cont'd attempts collect debt not owed, 
 Credit card, 1077150, Delinquent account, 
 Debt collection, 1077147, Cont'd attempts collect debt not owed, 
 Debt collection, 1076671, Communication tactics, 
 Payday loan, 1076894, Charged fees or interest I didn't expect, 
 Credit reporting, 1076038, Unable to get credit report/credit score, 
 Credit card, 1075541, Payoff process, 
 Payday loan, 1076738, Payment to acct not credited, 
 Consumer loan, 1073670, Problems when you are unable to pay, 
 Debt collection, 1074141, Cont'd attempts collect debt not owed, 
 Debt collection, 1075048, Improper contact or sharing of info, 
 Credit reporting, 1072149, Incorrect information on credit report, 
 Credit reporting, 1072147, Incorrect information on credit report, 
 Credit reporting, 1072148, Incorrect information on credit report, 
 Credit reporting, 1069198, Incorrect information on credit report, 
 Debt collection, 1068812, False statements or representation, 
 Debt collection, 1066693, Improper contact or sharing of info, 
 Credit reporting, 1066813, Credit reporting company's investigation, 
 Bank account or service, 1066393, Problems caused by my funds being low, 
 Consumer loan, 1064021, Problems when you are unable to pay, 
 Debt collection, 1058794, Disclosure verification of debt, 
 Debt collection, 1059011, Disclosure verification of debt, 
 Debt collection, 1058877, Taking/threatening an illegal action, 
 Credit reporting, 1058351, Incorrect information on credit report, 
 Credit reporting, 1056898, Unable to get credit report/credit score, 
 Bank account or service, 1057091, Deposits and withdrawals, 
 Debt collection, 1057639, Cont'd attempts collect debt not owed, 
 Payday loan, 1057735, Charged fees or interest I didn't expect, 
 Debt collection, 1056452, Cont'd attempts collect debt not owed, 
 Consumer loan, 1055152, Problems when you are unable to pay, 
 Consumer loan, 1053408, Taking out the loan or lease, 
 Consumer loan, 1053956, Managing the line of credit, 
 Credit reporting, 1052525, Credit reporting company's investigation, 
 Credit reporting, 1050891, Incorrect information on credit report, 
 Debt collection, 1051876, Taking/threatening an illegal action, 
 Debt collection, 1051906, Communication tactics, 
 Consumer loan, 1052599, Managing the loan or lease, 
 Debt collection, 1052696, Communication tactics, 
 Credit reporting, 1050742, Incorrect information on credit report, 
 Debt collection, 1048293, Improper contact or sharing of info, 
 Debt collection, 1046595, Communication tactics, 
 Debt collection, 1046416, Improper contact or sharing of info, 
 Bank account or service, 1045733, Deposits and withdrawals, 
 Credit reporting, 1044323, Incorrect information on credit report, 
 Debt collection, 1038332, Cont'd attempts collect debt not owed, 
 Credit card, 1038993, Closing/Cancelling account, 
 Consumer loan, 1039973, Managing the loan or lease, 
 Credit card, 1038023, Closing/Cancelling account, 
 Credit card, 1037954, Billing disputes, 
 Debt collection, 1036515, Improper contact or sharing of info, 
 Debt collection, 1037256, Communication tactics, 
 Debt collection, 1037255, Communication tactics, 
 Debt collection, 1033959, Improper contact or sharing of info, 
 Consumer loan, 1034170, Managing the loan or lease, 
 Credit reporting, 1032395, Credit reporting company's investigation, 
 Debt collection, 1030817, Communication tactics, 
 Payday loan, 1032112, Can't contact lender, 
 Consumer loan, 1028233, Problems when you are unable to pay, 
 Credit reporting, 1028897, Incorrect information on credit report, 
 Credit reporting, 1029169, Incorrect information on credit report, 
 Payday loan, 1029246, Charged fees or interest I didn't expect, 
 Credit reporting, 1027930, Unable to get credit report/credit score, 
 Credit reporting, 1027769, Unable to get credit report/credit score, 
 Debt collection, 1026289, Disclosure verification of debt, 
 Debt collection, 1026290, Disclosure verification of debt, 
 Consumer loan, 1025105, Taking out the loan or lease, 
 Credit card, 1022472, Other fee, 
 Credit reporting, 1020319, Incorrect information on credit report, 
 Debt collection, 1021344, Communication tactics, 
 Credit reporting, 1021372, Credit reporting company's investigation, 
 Consumer loan, 1021408, Problems when you are unable to pay, 
 Credit card, 1020871, Payoff process, 
 Debt collection, 1021318, Cont'd attempts collect debt not owed, 
 Credit card, 1019931, Billing disputes, 
 Debt collection, 1018273, Communication tactics, 
 Debt collection, 1017429, Cont'd attempts collect debt not owed, 
 Debt collection, 1013852, Communication tactics, 
 Debt collection, 1014611, Disclosure verification of debt, 
 Credit card, 1014817, Customer service / Customer relations, 
 Debt collection, 1014907, Improper contact or sharing of info, 
 Debt collection, 1011797, Cont'd attempts collect debt not owed, 
 Credit card, 1012813, Transaction issue, 
